,name,sex,person,line,episode,season,words
5376,jaime, m,jaime," You’ve got the second largest army in Westeros. You'll bring them into the city, stop queen Margaery’s humiliation before it starts, and take her back into Crown custody.",4,6,28
5377,jaime, m,jaime,"  You’ll take no action at all. When the Tyrell armies come, you will stand down. Are you expressly forbidden from standing down?",4,6,22
5378,jaime, m,jaime,"  The whole thing will be over before anyone can call on you to do anything. When the High Sparrow is in custody or dead, preferably, and Margaery's back at Tommen’s side, do you think the king will be angry at the outcome?",4,6,42
5379,jaime, m,jaime, My lord.,6,6,2
5380,jaime, m,jaime, Sorry to interrupt. We’re here for Queen Margaery and Ser Loras Tyrell. Give them to us and we’ll be on our way.,6,6,22
5381,jaime, m,jaime," I speak for King Tommen of House Baratheon, First of His Name.",6,6,12
5382,jaime, m,jaime, You already insulted one great house. It won’t happen twice. Every last sparrow will die before Margaery walks down that street.,6,6,21
5383,jaime, m,jaime, I’ve been a member of the Kingsguard since before you were born. You don’t have to do this. You don’t have to do anything.,6,6,24
5384,jaime, m,jaime, Not when you’re sitting in that chair.,6,6,7
5385,jaime, m,jaime, Will I be walking naked in the streets? Or will I spend a few months in the sept dungeons first to teach me about the gods’ mercy?,6,6,27
5386,jaime, m,jaime, I’m being sent to deal with the Blackfish. Apparently Walder Frey can’t manage it on his own because he’s 400 years old. Sent me with an army to the Riverlands and a siege that could last months.,6,6,37
5387,jaime, m,jaime, I’m not going to the Riverlands.,6,6,6
5388,jaime, m,jaime, I’m going to give Bronn the largest bag of gold anyone’s ever seen and have him gather the best killers he knows. I’ll take them to the sept and I’ll remove the High Sparrow’s head and every other sparrow head I can find.,6,6,43
5389,jaime, m,jaime, He has our son! He stole our son! He’s torn our family apart. How should we treat people who tear us apart?,6,6,22
5390,jaime, m,jaime, You’ll stand trial soon. I need to he here for you.,6,6,11
5391,jaime, m,jaime, Someone certainly does.,7,6,3
5392,jaime, m,jaime, You’re an anointed knight. There’s quite a difference.,7,6,8
5393,jaime, m,jaime, You have better instincts than any officer in the Lannister army.,7,6,11
5394,jaime, m,jaime, I expect to command all the Lannister forces before long. You can be the right hand I lost.,7,6,18
5395,jaime, m,jaime," Lothar, is it?",7,6,3
5396,jaime, m,jaime," ‘Cause you didn’t set up a proper perimeter. You just allowed 8,000 men to approach unchallenged.",7,6,16
5397,jaime, m,jaime, Have Lord Edmure bathed and fed.,7,6,6
5398,jaime, m,jaime," Only a fool makes threats he’s not prepared to carry out. Now let’s say I threatened to hit you unless you shut your mouth, but you kept talking. What do you think I’d do?",7,6,34
5399,jaime, m,jaime, I’m here by the king’s command to take back this castle. Have him bathed and fed. Unless you’d like to take his place.,7,6,23
5400,jaime, m,jaime," The siege is now under my command. The next time the Blackfish looks out from those ramparts, he’ll see an army at his gates, not whatever this is.",7,6,28
5401,jaime, m,jaime," As I said, the siege is under my command. If that’s not to your liking, go home.",7,6,17
5402,jaime, m,jaime, Get word to the Blackfish. I want a parley.,7,6,9
5403,jaime, m,jaime, He’s an old man.,7,6,4
5404,jaime, m,jaime, Blackfish.,7,6,1
5405,jaime, m,jaime, I don’t have them.,7,6,4
5406,jaime, m,jaime, It won’t stop with Edmure. You’ll force me to storm the castle. Hundreds will die.,7,6,15
5407,jaime, m,jaime," We’ll breach them and kill every last one of you. But if you surrender, I’ll spare the lives of your men. On my honor.",7,6,24
5408,jaime, m,jaime," The war is over, ser. Why sacrifice living men to a lost cause?",7,6,13
5409,jaime, m,jaime, You clearly have no intention of saving your men’s lives. Why did you come to treat with me?,7,6,18
5410,jaime, m,jaime," Well, now you have.",7,6,4
5411,jaqen, m,jaqen, And?,9,5,1
5412,jaqen, m,jaqen, Perhaps that’s why the man is thin.,9,5,7
5413,jaqen, m,jaqen, Tomorrow.,9,5,1
5414,jaqen, m,jaqen, A girl has work to do.,9,5,6
5415,jaqen, m,jaqen, Lana is very impressive. Very industrious. She will make a fine servant for the Many Faced God.,8,5,17
5416,jaqen, m,jaqen, She will no longer turn left onto Ragman Lane. She will turn right and go to Ragman Harbor.,8,5,18
5417,jaqen, m,jaqen, She will see.,8,5,3
5418,jaqen, m,jaqen," How can a man tell a girl this. If he knew what she would see, there would be no reason to send her.",8,5,23
5419,jaqen, m,jaqen, The man is a gambler. He wages that his sailor's ship will make it to its destination. It is a strange wager for the captain. He only wins if he loses his life.,8,5,33
5420,jaqen, m,jaqen, A girl tells a man that she has seen.,8,5,9
5421,jaqen, m,jaqen," But perhaps the gambler loses his bet and decides that he doesn’t have to pay after all. A destitute woman and her small child, what can they do to such a man if he keeps their money for himself? To whom can they turn for recourse?",8,5,46
5422,jaqen, m,jaqen, A man had no idea what she would see and what she would not. A girl named Lana will return to the docks. She will watch the gambler. She will come to know as much about him as she knows about herself.,8,5,42
5423,jaqen, m,jaqen, A gift for the Thin Man.,8,5,6
5424,jaqen, m,jaqen," Perhaps she is, perhaps she’s not.",8,5,6
5425,jaqen, m,jaqen, It is all the same to the Many Faced God.,8,5,10
5426,jaqen, m,jaqen, A girl has taken a life. The wrong life.,10,5,9
5427,jaqen, m,jaqen, You were.,10,5,2
5428,jaqen, m,jaqen, That man’s life wasn’t yours to take. A girl stole from the Many Faced God. Now a debt is owed.,10,5,20
5429,jaqen, m,jaqen, Only death can pay for life.,10,5,6
5430,jaqen, m,jaqen, He was no one.,10,5,4
5431,jaqen, m,jaqen, No one at all. Just as a girl should have been before she took a face from the hall.,10,5,19
5432,jaqen, m,jaqen, The faces are for no one.,10,5,6
5433,jaqen, m,jaqen, You are still someone.,10,5,4
5434,jaqen, m,jaqen, And to someone…,10,5,3
5435,jaqen, m,jaqen, ...the faces are as good as poison.,10,5,7
5436,jaqen, m,jaqen, Valar dohaeris.,3,5,2
5437,jaqen, m,jaqen, Good.,3,5,1
5438,jaqen, m,jaqen," No? Why come, then?",3,5,4
5439,jaqen, m,jaqen," A man teaches a girl. (Stands up). Valar dohaeris. All men must serve. Faceless men, most of all. (Walks away).",3,5,20
5440,jaqen, m,jaqen," A girl wants to serve herself. Here we serve the Many-Faced God, to serve well. A girl must become no-one.",3,5,20
5441,jaqen, m,jaqen, There is only one god. A girl knows his name. And all men know his gift.,3,5,16
5442,jaqen, m,jaqen, What are you doing?,3,5,4
5443,jaqen, m,jaqen, A girl is not ready.,3,5,5
5444,jaqen, m,jaqen, For what? For whatever you want. To be a Faceless Man. To be no one.,3,5,15
5445,jaqen, m,jaqen," Whose sword is that? It belongs to Arya Stark. Arya Stark's sword, Arya Stark's clothes, Arya Stark's stolen silver. A man wonders how is it that no one came to be surrounded by Arya Stark's things?",3,5,36
5446,jaqen, m,jaqen, There isn't. A man is not Jaqen H'ghar.,2,5,8
5447,jaqen, m,jaqen, No one. And that is who a girl must become.,2,5,10
5448,jaqen, m,jaqen, Who are you?,6,5,3
5449,jaqen, m,jaqen, Who are you?,6,5,3
5450,jaqen, m,jaqen, And where did you come from?,6,5,6
5451,jaqen, m,jaqen, A lie.,6,5,2
5452,jaqen, m,jaqen, A lie.,6,5,2
5453,jaqen, m,jaqen, A lie.,6,5,2
5454,jaqen, m,jaqen, The girl lies. To me. To the Many Faced God. To herself. Does she truly want to be no one?,6,5,20
5455,jaqen, m,jaqen, We never stop playing.,6,5,4
5456,jaqen, m,jaqen," Is the girl ready to give up her ears, her nose, her tongue, her hopes and dreams, her loves and hates, all that makes a girl who she is, forever?",6,5,30
5457,jaqen, m,jaqen, No. The girl is not ready to become no one. But she is ready to become someone else.,6,5,18
5458,jaqen, m,jaqen, A man has patrol duty.,8,2,5
5459,jaqen, m,jaqen, A girl owes one more name. The Red God demands it. Give the man a name.,8,2,16
5460,jaqen, m,jaqen," A minute, an hour, a month. Death is certain, the time is not.",8,2,13
5461,jaqen, m,jaqen, This a man cannot do.,8,2,5
5462,jaqen, m,jaqen," Help was not promised, lovely girl. Only death. There must be others. Give a name, any name.",8,2,17
5463,jaqen, m,jaqen," By the Seven New Gods and the Old Gods beyond counting, I swear it.",8,2,14
5464,jaqen, m,jaqen, A girl gives a man his own name?,8,2,8
5465,jaqen, m,jaqen,  Gods are not mocked. This is no joking thing.,8,2,9
5466,jaqen, m,jaqen,  Un-name me.,8,2,2
5467,jaqen, m,jaqen,  Please?,8,2,1
5468,jaqen, m,jaqen,  Thank you.,8,2,2
5469,jaqen, m,jaqen, This would require more than one life. This is not part of our bargain.,8,2,14
5470,jaqen, m,jaqen," A girl lacks honor. If I do this thing, a girl must obey.",8,2,13
5471,jaqen, m,jaqen, A girl and her friends will walk through the gate at midnight.,8,2,12
5472,jaqen, m,jaqen, Waiting for you.,10,2,3
5473,jaqen, m,jaqen," After all the things you have seen, this is your question?",10,2,11
5474,jaqen, m,jaqen," No harder than taking a new name, if you know the way. Show me how. I want to be able to do it, too.",10,2,24
5475,jaqen, m,jaqen," If you would learn, you must come with me.",10,2,9
5476,jaqen, m,jaqen, Far and away across the Narrow Sea to Braavos.,10,2,9
5477,jaqen, m,jaqen," To be a dancing master is a special thing, but to be a faceless man, that is something else entirely. The girl has many names on her lips. Joffrey, Cersei, Tywin Lannister, llyn Payne, the Hound. Names to offer up to the Red God. She could offer them all one by one.",10,2,52
5478,jaqen, m,jaqen, Then we must part. A man has duties as well. Here.,10,2,11
5479,jaqen, m,jaqen, A coin of great value.,10,2,5
5480,jaqen, m,jaqen, It is not meant for the buying of horses.,10,2,9
5481,jaqen, m,jaqen," If the day comes when you must find me again, just give that coin to any man from Braavos and say these words to him, ""Valar Morghulis.""",10,2,27
5482,jaqen, m,jaqen, Jaqen is dead. Say it again. Valar Morghulis.,10,2,8
5483,jaqen, m,jaqen, Good.,10,2,1
5484,jaqen, m,jaqen," Farewell, Arya Stark.",10,2,3
5485,jaqen, m,jaqen," Come back here! Help us, boy! A man can fight! Free us!",3,2,12
5486,jaqen, m,jaqen," Quick, give it to me. Give me the ax. Give me that.",3,2,12
5487,jaqen, m,jaqen, (Whispers) Boy.,2,2,2
5488,jaqen, m,jaqen, (Whispers) Lovely boy.,2,2,3
5489,jaqen, m,jaqen, A man has a thirst. The man does not drink for a day and a night. A boy could make a friend.,2,2,22
5490,jaqen, m,jaqen," A man does not choose his companions. These two, they have no courtesy. A man must ask forgiveness. (Pause). You're called Arry. (Arya nods).  This man has the honor to be Jaqen H'ghar. Once of the Free City of Lorath.",2,2,40
5491,jaqen, m,jaqen, (Quietly) The boy has more courage than sense.,2,2,8
5492,jaqen, m,jaqen, A girl says nothing.,5,2,4
5493,jaqen, m,jaqen," A girl keeps her mouth closed. No one hears, and friends may talk in secret, yes? A boy becomes a girl.",5,2,21
5494,jaqen, m,jaqen, And I was always aware. But the girl keeps secrets. It is not for a man to spoil them.,5,2,19
5495,jaqen, m,jaqen, And you fetch water for one of them now. Why is this right for you and wrong for me?,5,2,19
5496,jaqen, m,jaqen, You did. I did. And here we are.,5,2,8
5497,jaqen, m,jaqen, A man pays his debts. A man owes three.,5,2,9
5498,jaqen, m,jaqen," The Red God takes what is his, lovely girl. And only death may pay for life. You saved me and the two I was with. You stole three deaths from the Red God. We have to give them back. Speak three names and the man will do the rest. Three lives I will give you, no more, no less, and we're done.",5,2,62
5499,jaqen, m,jaqen, A man has said.,5,2,4
5500,jaqen, m,jaqen, A man needs a name.,5,2,5
5501,jaqen, m,jaqen," That is enough. Go now, girl. Your master is thirsty.",5,2,10
5502,jaqen, m,jaqen, A girl has named a second name. A man will do what must be done.,6,2,15
5503,jaqen, m,jaqen, A girl cannot tell a man when exactly he must do a thing. A man cannot make a thing happen before its time.,6,2,23
5504,jaqen, m,jaqen, (sighs),6,2,1
5505,jaqen, m,jaqen, Yes. But here you are. And there she is.,8,6,9
5506,jaqen, m,jaqen, Finally a girl is no one.,8,6,6
5507,jaqen, m,jaqen," If a girl tells me her name, I will give her eyes back.",3,6,13
5508,jaqen, m,jaqen, Come.,3,6,1
5509,jaqen, m,jaqen," If a girl is truly no one, she has nothing to fear.",3,6,12
5510,jaqen, m,jaqen, Who are you?,3,6,3
5511,jaqen, m,jaqen, Who are you?,2,6,3
5512,jaqen, m,jaqen," If a girl says her name, a man will let her sleep under a roof tonight.",2,6,16
5513,jaqen, m,jaqen," If a girl says her name, a man will feed her tonight.",2,6,12
5514,jaqen, m,jaqen," If a girl says her name, a man will give her eyes back.",2,6,13
5515,jaqen, m,jaqen, Come.,2,6,1
5516,jaqen, m,jaqen, Leave it. A girl is not a beggar anymore.,2,6,9
5517,jaqen, m,jaqen, She has a point.,5,6,4
5518,jaqen, m,jaqen, None of the first Faceless Men were born to lords and ladies. They began as slaves in the mines of Valyria.,5,6,21
5519,jaqen, m,jaqen," He was no one. The Many-Faced God taught him how to shed his face and how to give the gift. The man taught others in exchange for their service. Many served, many more gifts were given. Soon all the masters and overseers were gone and the Faceless Men fled.",5,6,49
5520,jaqen, m,jaqen," Here. They founded the Free City of Braavos and built this house. These were the faces they wore in life when they were not wearing others. The first Faceless Men. And now a girl is one of them, if a girl desires.",5,6,42
5521,jaqen, m,jaqen," An actress who calls herself Lady Crane. She performs at the theater in Sheelba Square. A girl has been given a second chance. There will not be a third. One way or another, a face will be added to the hall.",5,6,41
5522,jaqen, m,jaqen, A girl is not ready.,5,6,5
5523,jaqen, m,jaqen, So a man has heard.,5,6,5
5524,jaqen, m,jaqen, Does death only come for the wicked and leave the decent behind?,5,6,12
5525,jaqen, m,jaqen, That does not matter. The price was paid.,5,6,8
5526,jaqen, m,jaqen, A girl must decide if she wants to serve the Many-Faced God.,5,6,12
5527,jaqen, m,jaqen, A servant does not ask questions.,5,6,6
5528,jaqen, m,jaqen, And?,6,6,1
5529,jaqen, m,jaqen, A shame. A girl had many gifts.,6,6,7
5530,jaqen, m,jaqen, Don’t let her suffer.,6,6,4
5531,tywin, m,tywin, You seem rather drunk.,8,3,4
5532,tywin, m,tywin,"  This isn't about your wedding. Renly Baratheon had a wedding. Your wife needs a child, a Lannister child, as soon as possible.",8,3,22
5533,tywin, m,tywin,"  If you're going to give her one, you need to perform.",8,3,11
5534,tywin, m,tywin, More than once.,8,3,3
5535,tywin, m,tywin," You can drink, you can joke, you can engage in juvenile attempts to make your father uncomfortable, but you will do your duty.",8,3,23
5536,tywin, m,tywin,"  I believe we can dispense with the bedding, Your Grace. I'm sure Tyrion did not mean to threaten the king.",8,3,20
5537,tywin, m,tywin," Your uncle is clearly quite drunk, Your Grace.",8,3,8
5538,tywin, m,tywin," Any man who must say, 'I am the king' is no true king. I'll make sure you understand that when I've won your war for you.",10,3,26
5539,tywin, m,tywin, The king is tired. See him to his chambers.,10,3,9
5540,tywin, m,tywin," Grand Maester, perhaps some essence of nightshade to help him sleep.",10,3,11
5541,tywin, m,tywin, Not you.,10,3,2
5542,tywin, m,tywin, You're a fool if you believe he's the most powerful man in Westeros.,10,3,13
5543,tywin, m,tywin, You really think a crown gives you power?,10,3,8
5544,tywin, m,tywin, Mm-hmm.,10,3,1
5545,tywin, m,tywin, Mm-hmm.,10,3,1
5546,tywin, m,tywin, Which he got from me. Do you disapprove?,10,3,8
5547,tywin, m,tywin," But to slaughter them at a wedding. Explain to me why it is more noble to kill 10,000 men in battle than a dozen at dinner.",10,3,26
5548,tywin, m,tywin," To end the war. To protect the family. Do you want to write a song for the dead Starks? Go ahead, write one. I'm in this world a little while longer to defend the Lannisters, to defend my blood.",10,3,39
5549,tywin, m,tywin, Good. Let them remember what happens when they march on the south. All the Stark men are dead. Winterfell is a ruin. Roose Bolton will be named Warden of the North until your son by Sansa comes of age.,10,3,39
5550,tywin, m,tywin, I believe you still have some work to do on that score.,10,3,12
5551,tywin, m,tywin," One way or another, you will get that girl pregnant.",10,3,10
5552,tywin, m,tywin, Shall I explain to you in one easy lesson how the world works?,10,3,13
5553,tywin, m,tywin, The house that puts family first will always defeat the house that puts the whims and wishes of its sons and daughters first. A good man does everything in his power to better his family's position regardless of his own selfish desires.,10,3,42
5554,tywin, m,tywin, Does that amuse you?,10,3,4
5555,tywin, m,tywin," Easy for me, is it?",10,3,5
5556,tywin, m,tywin," The day that you were born. I wanted to carry you into the sea and let the waves wash you away. Instead, I let you live. And I brought you as my son. Because you're a Lannister.",10,3,37
5557,tywin, m,tywin, What news of Jaime?,3,3,4
5558,tywin, m,tywin," 20,000 unwashed northerns have known about his escape for weeks. Collectively, you control more spies and informants than the rest of the world combined. Do you mean to tell me that none of you has any notion of where he is?",3,3,41
5559,tywin, m,tywin,"  Try harder. What do we have, then?",3,3,7
5560,tywin, m,tywin,"  Well, let him have it. The name suits our purposes far more than that useless pile of rubble. The Lord of Harrenhal will make a worthy suitor for the widow Arryn.",3,3,31
5561,tywin, m,tywin, You'll leave for the Eyrie as soon as possible and bring Lysa Arryn into the fold. Then the young wolf can add his own aunt to the list of people who have taken up arms against him.,3,3,37
5562,tywin, m,tywin, Fully agreed. Which is why I'm naming you new Master of Coin.,3,3,12
5563,tywin, m,tywin,  It would appear to be a position that best suits your talents.,3,3,12
5564,tywin, m,tywin, Am I enjoying it?,1,3,4
5565,tywin, m,tywin, ( chuckles ) Yes. I heard how happy you were. ( blows ) You brought a whore into my bed.,1,3,20
5566,tywin, m,tywin," I sent you here to advise the king. I gave you real power and authority. You chose to spend your days as you always have, bedding harlots and drinking with thieves.",1,3,31
5567,tywin, m,tywin," What do you want, Tyrion?",1,3,5
5568,tywin, m,tywin, Maester Pycelle assured me your wounds were not fatal.,1,3,9
5569,tywin, m,tywin," Jugglers and singers require applause. You are a Lannister. Do you think I demanded a garland of roses every time I suffered a wound on a battlefield? Hmm? Now, I have seven kingdoms to look after and three of them are in open rebellion. So tell me what you want.",1,3,50
5570,tywin, m,tywin, You want Casterly Rock?,1,3,4
5571,tywin, m,tywin," ( sighs ) We'll find you accommodations more suited to your name and as a reward for your accomplishments during the battle of Blackwater Bay. And when the time is right, you will be given a position fit for your talents so that you can serve your family and protect our legacy. And if you serve faithfully, you will be rewarded with a suitable wife. And I would let myself be consumed by maggots before mocking the family name and making you heir to Casterly Rock.",1,3,86
5572,tywin, m,tywin," Why? You ask that? You, who killed your mother to come into the world? You are an ill-made, spiteful little creature full of envy, lust, and low cunning. Men's laws give you the right to bear my name and display my colors since I cannot prove that you are not mine. And to teach me humility, the gods have condemned me to watch you waddle about wearing that proud lion that was my father's sigil and his father's before him. But neither gods nor men will ever compel me to let you turn Casterly Rock into your whorehouse. Go, now. Speak no more of your rights to Casterly Rock. Go.",1,3,110
5573,tywin, m,tywin," Oh, one more thing. The next whore I catch in your bed I'll hang.",1,3,14
5574,tywin, m,tywin, You're late.,5,3,2
5575,tywin, m,tywin," Our business concerns her, too. Sit.",5,3,6
5576,tywin, m,tywin, Never mind that now. We have something important to discuss.,5,3,10
5577,tywin, m,tywin, Your sister has learned that your new friends the Tyrells are plotting to marry Sansa Stark to Ser Loras.,5,3,19
5578,tywin, m,tywin, Your jokes are not appreciated.,5,3,5
5579,tywin, m,tywin," I bring them into the royal fold and this is how they repay me, by trying to steal the key to the North out from under me.",5,3,27
5580,tywin, m,tywin, The Karstarks have marched home. The young wolf has lost half his army. His days are numbered. Theon Greyjoy murdered both his brothers. That makes Sansa Stark the heir to Winterfell. And I am not about to hand her over to the Tyrells.,5,3,43
5581,tywin, m,tywin, There's nothing to refuse. This is a plot. Plots are not public knowledge. And the Tyrells won't carry this one out until after Joffrey's wedding. We need to act first and kill this union in its crib.,5,3,37
5582,tywin, m,tywin, We find Sansa Stark a different husband.,5,3,7
5583,tywin, m,tywin, I can and I do.,5,3,5
5584,tywin, m,tywin," There, you see? You will wed her, bed her, and put a child in her. Surely you're capable of that.",5,3,20
5585,tywin, m,tywin, You wanted to be rewarded for your valor in battle. Sansa Stark is a finer reward than you could ever dare hope for. And it is past time you were wed.,5,3,31
5586,tywin, m,tywin, Only too well.,5,3,3
5587,tywin, m,tywin, Tyrion will do as he's bid. As will you.,5,3,9
5588,tywin, m,tywin, You'll marry Ser Loras.,5,3,4
5589,tywin, m,tywin," The boy is heir to Highgarden. Tyrion will secure the North, you will secure the Reach.",5,3,16
5590,tywin, m,tywin," Yes, you will. You're still fertile. You need to marry again and breed.",5,3,13
5591,tywin, m,tywin, You're my daughter! You will do as I command and you will marry Loras Tyrell and put an end to the disgusting rumors about you once and for all.,5,3,29
5592,tywin, m,tywin, Not another word. My children. You've disgraced the Lannister name for far too long.,5,3,14
5593,tywin, m,tywin, You wanted to speak to me?,4,3,6
5594,tywin, m,tywin, What about him?,4,3,3
5595,tywin, m,tywin, When Catelyn Stark took Tyrion prisoner what did I do in response?,4,3,12
5596,tywin, m,tywin," And if I would start a war for that lecherous little stump, what do you think I am doing for my oldest son and heir?",4,3,25
5597,tywin, m,tywin, Whatever I can.,4,3,3
5598,tywin, m,tywin, You're still here.,4,3,3
5599,tywin, m,tywin, Why?,4,3,1
5600,tywin, m,tywin, All right. Contribute.,4,3,3
5601,tywin, m,tywin," The Tyrells helped us defeat Stannis Baratheon. The Tyrells saved your life, your children's lives.",4,3,15
5602,tywin, m,tywin, Good. I wish you knew how to manipulate him. I don't distrust you because you're a woman. I distrust you because you're not as smart as you think you are. You've allowed that boy to ride roughshod over you and everyone else in this city.,4,3,45
5603,tywin, m,tywin, I will.,4,3,2
5604,tywin, m,tywin, Why?,6,3,1
5605,tywin, m,tywin," Is rich, the most beautiful woman in all seven kingdoms and the mother of the king.",6,3,16
5606,tywin, m,tywin, Old?,6,3,1
5607,tywin, m,tywin," The years punish us as well, I promise you that. My stomach remains quite strong, however. The only thing that might turn it are details of your grandson's nocturnal activities. Do you deny them?",6,3,34
5608,tywin, m,tywin, And a boy with his affliction should be grateful for the opportunity to marry the most beautiful woman in the kingdoms and remove the stain from his name.,6,3,28
5609,tywin, m,tywin, Of course.,6,3,2
5610,tywin, m,tywin, No.,6,3,1
5611,tywin, m,tywin, Never.,6,3,1
5612,tywin, m,tywin, Perhaps Highgarden has a high tolerance for unnatural behavior.,6,3,9
5613,tywin, m,tywin, I will not breathe further life into a malicious lie by discussing it.,6,3,13
5614,tywin, m,tywin, I don't care what people believe. And neither do you.,6,3,10
5615,tywin, m,tywin," Now, if the rumors about my children were true, then Joffrey is no king at all and House Tyrell is throwing its prized flower into the dirt.",6,3,27
5616,tywin, m,tywin, The uncertainty makes you uncomfortable. All right. I'll remove it for you.,6,3,12
5617,tywin, m,tywin," If you refuse to marry Loras to Cersei, I will name him to the Kingsguard. I'm sure you're familiar with the Kingsguard vows. He will never marry. He will never have children.",6,3,32
5618,tywin, m,tywin, The Tyrell name will fade. And Highgarden will go to the children of Joffrey and Margaery.,6,3,16
5619,tywin, m,tywin," I would have my grandson protected by a skilled warrior who takes his vows seriously. So, shall I draw up the order? Or do you consent to this marriage?",6,3,29
5620,tywin, m,tywin, Your Grace.,7,3,2
5621,tywin, m,tywin, You wanted to speak to me?,7,3,6
5622,tywin, m,tywin," You're welcome to attend the meetings of your small council, Your Grace. Any or all of them.",7,3,17
5623,tywin, m,tywin, Of course.,7,3,2
5624,tywin, m,tywin," I have, yes.",7,3,3
5625,tywin, m,tywin,"  The Tower of the Hand is where I work. To walk from there to here would take time, time I could otherwise spend productively.",7,3,24
5626,tywin, m,tywin,  We could arrange to have you carried.,7,3,7
5627,tywin, m,tywin, Where did you hear about this?,7,3,6
5628,tywin, m,tywin, Apparently so.,7,3,2
5629,tywin, m,tywin,"  When I was Hand of the King under your father's predecessor, the skulls of all the Targaryen dragons were kept in this room. The skull of the last of them was right here. It was the size of an apple.",7,3,40
5630,tywin, m,tywin," Yes, and the creature to whom it belonged died 300 years ago. Curiosities on the far side of the world are no threat to us.",7,3,25
5631,tywin, m,tywin,  Because we have been told as much by the many experts who serve the realm by counseling the king on matters about which he knows nothing.,7,3,26
5632,tywin, m,tywin, You are being counseled at this very moment.,7,3,8
5633,tywin, m,tywin," From now on, I will see to it that you are appropriately consulted on important matters whenever necessary. Your Grace.",7,3,20
5634,tywin, m,tywin," Not another word. We've been over this, the matter's closed.",10,4,10
5635,tywin, m,tywin, You are betrothed to Loras Tyrell. Still betrothed to Loras Tyrell and you will marry Loras Tyrell as soon as Tommen marries Margaery.,10,4,23
5636,tywin, m,tywin," Jaime cannot marry or inherit lands. Tyrion's sentence will be carried out tomorrow. You have, on several occasions, made great claims about your commitment to this family's future. Your role in that future is more vital now than it ever was.",10,4,41
5637,tywin, m,tywin," When you were nine years old, I was called to the capital. I decided to take your brother with me and not you. You insisted that you would not be left at Casterly Rock under any circumstances and if you recall-",10,4,41
5638,tywin, m,tywin, Do you think you'll be the first person dragged into a sept to be married against her will?,10,4,18
5639,tywin, m,tywin, No.,10,4,1
5640,tywin, m,tywin, And how will you do that?,10,4,6
5641,tywin, m,tywin, And what truth would that be?,10,4,6
5642,tywin, m,tywin, Known what?,10,4,2
5643,tywin, m,tywin," No, no, no, no, no.",10,4,5
5644,tywin, m,tywin, I don't believe you.,10,4,4
5645,tywin, m,tywin," Tyrion! Put down the crossbow. Who released you? Ah, your brother ,I expect. He always had a soft spot for you. Come, we’ll go and talk in my chambers. Is this how you want to speak to me? Shaming your father has always given you pleasure…",10,4,46
5646,tywin, m,tywin," Yes. But you refused to die. I respect that, even admire it. You fight for what’s yours. I’d never let them execute you; is that what you fear? I’d never let Illyn Payne take your head. You’re a Lannister. You’re my son.",10,4,42
5647,tywin, m,tywin, Who?,10,4,1
5648,tywin, m,tywin," Bah, Tyrion. Put down that crossbow.",10,4,6
5649,tywin, m,tywin, It doesn’t matter.,10,4,3
5650,tywin, m,tywin, She was a whore!,10,4,4
5651,tywin, m,tywin, And what? You’ll kill your own father in the privy? No. You’re my son. Enough of this nonsense…,10,4,18
5652,tywin, m,tywin, Enough. We’ll go back to my chambers and speak with some dignity.,10,4,12
5653,tywin, m,tywin," What, are you afraid of a dead whore?",10,4,8
5654,tywin, m,tywin, You shot me. You’re no son of mine.,10,4,8
5655,tywin, m,tywin, Find her. Bar the gates of the city. Seize every ship in the harbor.,3,4,14
5656,tywin, m,tywin, No one leaves the capital! No one!,3,4,7
5657,tywin, m,tywin, Your brother is dead. Do you know what that means?,3,4,10
5658,tywin, m,tywin, I'm not trying to trick you.,3,4,6
5659,tywin, m,tywin," Yes, you will become king. What kind of king do you think you'll be?",3,4,14
5660,tywin, m,tywin," Mm, I think so as well. You've got the right temperament for it. But what makes a good king? Hmm? What is a good king's single most important quality?",3,4,29
5661,tywin, m,tywin, Hmm. Baelor the Blessed was holy. And pious. He built this sept. He also named a six-year-old boy high septon because he thought the boy could work miracles. He ended up fasting himself into an early grave because food was of this world and this world was sinful.,3,4,48
5662,tywin, m,tywin, Yeah. A good king must be just. Orys I was just. Everyone applauded his reforms. Nobles and commoners alike. But he wasn't just for long. He was murdered in his sleep after less than a year by his own brother. Was that truly just of him? To abandon his subjects to an evil that he was too gullible to recognize?,3,4,60
5663,tywin, m,tywin, No.,3,4,1
5664,tywin, m,tywin," Yes. Strength. King Robert was strong. He won the rebellion and crushed the Targaryen dynasty. And he attended three small council meetings in 17 years. He spent his time whoring and hunting and drinking until the last two killed him. So, we have a man who starves himself to death, a man who lets his own brother murder him, and a man who thinks that winning and ruling are the same thing. What do they all lack?",3,4,77
5665,tywin, m,tywin, Yes!,3,4,1
5666,tywin, m,tywin, Yes. But what is wisdom? Hmm? A house with great wealth and fertile lands asks you for your protection against another house with a strong Navy that could one day oppose you. How do you know which choice is wise and which isn't? You've any experience of treasuries and granaries or shipyards and soldiers?,3,4,54
5667,tywin, m,tywin," No. Of course not. A wise king knows what he knows and what he doesn't. You're young. A wise young king listens to his counselors and heeds their advice until he comes of age. And the wisest kings continue to listen to them long afterwards... Your brother was not a wise king. Your brother was not a good king. If he had been, perhaps he'd still be alive. Now, as the king, you will have to marry. Do you understand why?",3,4,81
5668,tywin, m,tywin," Yes, but why? To further the family line. Do you know how that happens?",3,4,14
